Place	RIGOCode	RIGOCodeSt	RIGOCodeNo	RIGO2	RIGO	Code	Muni									
Newington town	CT01	CT	01	0	Capital Region Council of Governments	352140	1									
Plainville town	CT01	CT	01	0	Capital Region Council of Governments	360120	1									
Rocky Hill town	CT01	CT	01	0	Capital Region Council of Governments	365370	1									
Simsbury town	CT01	CT	01	0	Capital Region Council of Governments	368940	1									
Southington town	CT01	CT	01	0	Capital Region Council of Governments	370550	1									
South Windsor town	CT01	CT	01	0	Capital Region Council of Governments	371390	1									
Suffield town	CT01	CT	01	0	Capital Region Council of Governments	374540	1									
West Hartford town	CT01	CT	01	0	Capital Region Council of Governments	382590	1									
Wethersfield town	CT01	CT	01	0	Capital Region Council of Governments	384900	1									
Windsor town	CT01	CT	01	0	Capital Region Council of Governments	387000	1									
Windsor Locks town	CT01	CT	01	0	Capital Region Council of Governments	387070	1									
Andover town	CT01	CT	01	0	Capital Region Council of Governments	1301080	1									
Bolton town	CT01	CT	01	0	Capital Region Council of Governments	1306261	1									
Columbia town	CT01	CT	01	0	Capital Region Council of Governments	1316400	1									
Coventry town	CT01	CT	01	0	Capital Region Council of Governments	1317800	1									
Ellington town	CT01	CT	01	0	Capital Region Council of Governments	1325360	1									
Hebron town	CT01	CT	01	0	Capital Region Council of Governments	1337910	1									
Mansfield town	CT01	CT	01	0	Capital Region Council of Governments	1344910	1									
Somers town	CT01	CT	01	0	Capital Region Council of Governments	1369220	1									
Stafford town	CT01	CT	01	0	Capital Region Council of Governments	1372090	1									
Tolland town	CT01	CT	01	0	Capital Region Council of Governments	1376290	1									
Vernon town	CT01	CT	01	0	Capital Region Council of Governments	1378250	1									
Willington town	CT01	CT	01	0	Capital Region Council of Governments	1385950	1									
Bridgeport town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	108070	1									
Easton town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	123890	1									
Fairfield town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	126620	1									
Monroe town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	148620	1									
Stratford town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	174190	1									
Trumbull town	CT02	CT	02	0	Connecticut Metropolitan Council of Governments	177200	1									
Chester town	CT03	CT	03	0	Lower CT River Valley Council of Governments	714300	1									
Clinton town	CT03	CT	03	0	Lower CT River Valley Council of Governments	715350	1									
Cromwell town	CT03	CT	03	0	Lower CT River Valley Council of Governments	718080	1									
Deep River town	CT03	CT	03	0	Lower CT River Valley Council of Governments	719130	1									
Durham town	CT03	CT	03	0	Lower CT River Valley Council of Governments	720810	1									
East Haddam town	CT03	CT	03	0	Lower CT River Valley Council of Governments	722280	1									
East Hampton town	CT03	CT	03	0	Lower CT River Valley Council of Governments	722490	1									
Essex town	CT03	CT	03	0	Lower CT River Valley Council of Governments	726270	1									
Haddam town	CT03	CT	03	0	Lower CT River Valley Council of Governments	735230	1									
Killingworth town	CT03	CT	03	0	Lower CT River Valley Council of Governments	740710	1									
Middlefield town	CT03	CT	03	0	Lower CT River Valley Council of Governments	747080	1									
Middletown town	CT03	CT	03	0	Lower CT River Valley Council of Governments	747360	1									
Old Saybrook town	CT03	CT	03	0	Lower CT River Valley Council of Governments	757320	1									
Portland town	CT03	CT	03	0	Lower CT River Valley Council of Governments	761800	1									
Westbrook town	CT03	CT	03	0	Lower CT River Valley Council of Governments	781680	1									
Lyme town	CT03	CT	03	0	Lower CT River Valley Council of Governments	1144210	1									
Old Lyme town	CT03	CT	03	0	Lower CT River Valley Council of Governments	1157040	1									
Shelton town	CT04	CT	04	0	Naugatuck Valley Council of Governments	168170	1									
Bristol town	CT04	CT	04	0	Naugatuck Valley Council of Governments	308490	1									
Bethlehem town	CT04	CT	04	0	Naugatuck Valley Council of Governments	504930	1									
Plymouth town	CT04	CT	04	0	Naugatuck Valley Council of Governments	560750	1									
Thomaston town	CT04	CT	04	0	Naugatuck Valley Council of Governments	575730	1									
Watertown town	CT04	CT	04	0	Naugatuck Valley Council of Governments	580490	1									
Woodbury town	CT04	CT	04	0	Naugatuck Valley Council of Governments	587910	1									
Ansonia town	CT04	CT	04	0	Naugatuck Valley Council of Governments	901220	1									
Beacon Falls town	CT04	CT	04	0	Naugatuck Valley Council of Governments	903250	1									
Cheshire town	CT04	CT	04	0	Naugatuck Valley Council of Governments	914160	1									
Derby town	CT04	CT	04	0	Naugatuck Valley Council of Governments	919550	1									
Middlebury town	CT04	CT	04	0	Naugatuck Valley Council of Governments	946940	1									
Naugatuck town	CT04	CT	04	0	Naugatuck Valley Council of Governments	949950	1									
Oxford town	CT04	CT	04	0	Naugatuck Valley Council of Governments	958300	1									
Prospect town	CT04	CT	04	0	Naugatuck Valley Council of Governments	962290	1									
Seymour town	CT04	CT	04	0	Naugatuck Valley Council of Governments	967610	1									
Southbury town	CT04	CT	04	0	Naugatuck Valley Council of Governments	969640	1									
Waterbury town	CT04	CT	04	0	Naugatuck Valley Council of Governments	980070	1									
Wolcott town	CT04	CT	04	0	Naugatuck Valley Council of Governments	987560	1									
Voluntown town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1178600	1									
Union town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1377830	1									
Ashford town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1501430	1									
Brooklyn town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1509190	1									
Canterbury town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1512130	1									
Chaplin town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1513810	1									
Eastford town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1521860	1									
Hampton town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1536000	1									
Killingly town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1540500	1									
Plainfield town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1559980	1									
Pomfret town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1561030	1									
Putnam town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1562710	1									
Scotland town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1567400	1									
Sterling town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1573420	1									
Thompson town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1575870	1									
Woodstock town	CT05	CT	05	0	Northeastern Connecticut Council of Governments	1588190	1									
Burlington town	CT06	CT	06	0	Northwest Hills Council of Governments	310100	1									
Hartland town	CT06	CT	06	0	Northwest Hills Council of Governments	337140	1									
Barkhamsted town	CT06	CT	06	0	Northwest Hills Council of Governments	502760	1									
Canaan town	CT06	CT	06	0	Northwest Hills Council of Governments	510940	1									
Colebrook town	CT06	CT	06	0	Northwest Hills Council of Governments	516050	1									
Cornwall town	CT06	CT	06	0	Northwest Hills Council of Governments	517240	1									
Goshen town	CT06	CT	06	0	Northwest Hills Council of Governments	532290	1									
Harwinton town	CT06	CT	06	0	Northwest Hills Council of Governments	537280	1									
Kent town	CT06	CT	06	0	Northwest Hills Council of Governments	540290	1									
Litchfield town	CT06	CT	06	0	Northwest Hills Council of Governments	543370	1									
Morris town	CT06	CT	06	0	Northwest Hills Council of Governments	549460	1									
New Hartford town	CT06	CT	06	0	Northwest Hills Council of Governments	551350	1									
Norfolk town	CT06	CT	06	0	Northwest Hills Council of Governments	553470	1									
North Canaan town	CT06	CT	06	0	Northwest Hills Council of Governments	554030	1									
Roxbury town	CT06	CT	06	0	Northwest Hills Council of Governments	565930	1									
Salisbury town	CT06	CT	06	0	Northwest Hills Council of Governments	566420	1									
Sharon town	CT06	CT	06	0	Northwest Hills Council of Governments	567960	1									
Torrington town	CT06	CT	06	0	Northwest Hills Council of Governments	576570	1									
Warren town	CT06	CT	06	0	Northwest Hills Council of Governments	579510	1									
Washington town	CT06	CT	06	0	Northwest Hills Council of Governments	579720	1									
Winchester town	CT06	CT	06	0	Northwest Hills Council of Governments	586440	1									
Bethany town	CT07	CT	07	0	South Central Region Council of Governments	904580	1									
Branford town	CT07	CT	07	0	South Central Region Council of Governments	907310	1									
East Haven town	CT07	CT	07	0	South Central Region Council of Governments	922910	1									
Guilford town	CT07	CT	07	0	South Central Region Council of Governments	934950	1									
Hamden town	CT07	CT	07	0	South Central Region Council of Governments	935650	1									
Madison town	CT07	CT	07	0	South Central Region Council of Governments	944560	1									
Meriden town	CT07	CT	07	0	South Central Region Council of Governments	946520	1									
Milford town	CT07	CT	07	0	South Central Region Council of Governments	947535	1									
New Haven town	CT07	CT	07	0	South Central Region Council of Governments	952070	1									
North Branford town	CT07	CT	07	0	South Central Region Council of Governments	953890	1									
North Haven town	CT07	CT	07	0	South Central Region Council of Governments	954870	1									
Orange town	CT07	CT	07	0	South Central Region Council of Governments	957600	1									
Wallingford town	CT07	CT	07	0	South Central Region Council of Governments	978741	1									
West Haven town	CT07	CT	07	0	South Central Region Council of Governments	982870	1									
Woodbridge town	CT07	CT	07	0	South Central Region Council of Governments	987700	1									
Bozrah town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1106820	1									
Colchester town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1115910	1									
East Lyme town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1123400	1									
Franklin town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1129910	1									
Griswold town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1133900	1									
Groton town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1134250	1									
Lebanon town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1142390	1									
Ledyard town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1142600	1									
Lisbon town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1143230	1									
Montville town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1148900	1									
New London town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1152350	1									
North Stonington town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1155500	1									
Norwich town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1156270	1									
Preston town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1162150	1									
Salem town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1166210	1									
Sprague town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1171670	1									
Stonington town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1173770	1									
Waterford town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1180280	1									
Windham town	CT08	CT	08	0	Southeastern Connecticut Council of Governments	1586790	1									
Bethel town	CT09	CT	09	0	Western Connecticut Council of Governments	104720	1									
Brookfield town	CT09	CT	09	0	Western Connecticut Council of Governments	108980	1									
Danbury town	CT09	CT	09	0	Western Connecticut Council of Governments	118500	1									
Darien town	CT09	CT	09	0	Western Connecticut Council of Governments	118850	1									
Greenwich town	CT09	CT	09	0	Western Connecticut Council of Governments	133620	1									
New Canaan town	CT09	CT	09	0	Western Connecticut Council of Governments	150580	1									
New Fairfield town	CT09	CT	09	0	Western Connecticut Council of Governments	150860	1									
Newtown town	CT09	CT	09	0	Western Connecticut Council of Governments	152980	1									
Norwalk town	CT09	CT	09	0	Western Connecticut Council of Governments	156060	1									
Redding town	CT09	CT	09	0	Western Connecticut Council of Governments	163480	1									
Ridgefield town	CT09	CT	09	0	Western Connecticut Council of Governments	163970	1									
Sherman town	CT09	CT	09	0	Western Connecticut Council of Governments	168310	1									
Stamford town	CT09	CT	09	0	Western Connecticut Council of Governments	173070	1									
Weston town	CT09	CT	09	0	Western Connecticut Council of Governments	183430	1									
